指标名称,涤纶短纤：1.56*38mm半光本白：市场价：中国（日）,涤纶短纤：1.56*38mm水刺型：市场价：江苏（日）,涤纶短纤：4D*51mm低熔点：市场价：华东地区（日）,涤纶短纤：原生中空7D加硅：市场价：华东地区（日）,涤纶短纤：1.56*38mm半光本白：基差：中国（日）,聚酯纤维短纤：产量：中国（周）,聚酯纤维短纤：产量：中国（月）,聚酯纤维短纤：产能利用率：中国（周）,聚酯纤维短纤：产能利用率：中国（月）,聚酯纤维短纤：损失量：中国（月）,聚酯纤维短纤：厂内权益库存可用天数：中国（周）,聚酯纤维短纤：生产企业：物理库存天数：中国（周）,聚酯纤维短纤：表观消费量：中国（月）,聚酯纤维短纤：产销率：中国（日）,聚酯纤维短纤：生产毛利：中国（日）,未梳的聚酯短纤（包括未经其他纺前加工的）：进口数量合计：全球→中国（月）,未梳的聚酯短纤（包括未经其他纺前加工的）：出口数量合计：中国→全球（月）
2019/10/28,6975,7100,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,162.13,#N/A,#N/A
2019/10/29,6950,7100,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,161.5,#N/A,#N/A
2019/10/30,6925,7050,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39,120.33,#N/A,#N/A
2019/10/31,6925,7050,8650,8300,#N/A,#N/A,549500,#N/A,84.42,#N/A,#N/A,#N/A,52.244,40,127.95,18167005,82020236
2019/11/01,6875,7000,8650,8300,#N/A,125663.42,#N/A,82.83,#N/A,#N/A,8.36,#N/A,#N/A,40,89.85,#N/A,#N/A
2019/11/04,6875,7000,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140,88.93,#N/A,#N/A
2019/11/05,6875,7000,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,44.5,#N/A,#N/A
2019/11/06,6850,7000,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48,73.63,#N/A,#N/A
2019/11/07,6825,6975,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,146.03,#N/A,#N/A
2019/11/08,6800,6950,8650,8300,#N/A,127263.42,#N/A,83.88,#N/A,#N/A,9,#N/A,#N/A,45,124.38,#N/A,#N/A
2019/11/11,6750,6900,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,118.98,#N/A,#N/A
2019/11/12,6700,6750,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,45.52,#N/A,#N/A
2019/11/13,6700,6750,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,35.48,#N/A,#N/A
2019/11/14,6675,6725,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,-55.38,#N/A,#N/A
2019/11/15,6675,6725,8550,8200,#N/A,129239.42,#N/A,85.18,#N/A,#N/A,7.46,#N/A,#N/A,120,-56.65,#N/A,#N/A
2019/11/18,6675,6725,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,107,-62.43,#N/A,#N/A
2019/11/19,6675,6725,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,-81.2,#N/A,#N/A
2019/11/20,6675,6725,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,-77.67,#N/A,#N/A
2019/11/21,6675,6725,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,132.9,-126.64,#N/A,#N/A
2019/11/22,6700,6775,8550,8200,#N/A,131718.62,#N/A,86.82,#N/A,#N/A,8.06,#N/A,#N/A,93.4,-78.1,#N/A,#N/A
2019/11/25,6675,6775,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.9,-80.23,#N/A,#N/A
2019/11/26,6675,6775,8550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.15,-59.2,#N/A,#N/A
2019/11/27,6675,6775,8550,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.07,-64.63,#N/A,#N/A
2019/11/28,6675,6775,8550,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.5,-65.77,#N/A,#N/A
2019/11/29,6675,6775,8550,8150,#N/A,129426.62,#N/A,85.31,#N/A,#N/A,8.62,#N/A,#N/A,90.05,-79.7,#N/A,#N/A
2019/11/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,561500,#N/A,85.15,#N/A,#N/A,#N/A,51.676,#N/A,#N/A,17756297,70988011
2019/12/02,6675,6775,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,229.47,-77.67,#N/A,#N/A
2019/12/03,6675,6775,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,124.61,-95.93,#N/A,#N/A
2019/12/04,6675,6800,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.19,-82.35,#N/A,#N/A
2019/12/05,6675,6800,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.61,-102.58,#N/A,#N/A
2019/12/06,6675,6800,8450,8050,#N/A,123467.89,#N/A,81.38,#N/A,#N/A,6.91,#N/A,#N/A,44.8,-116.55,#N/A,#N/A
2019/12/09,6700,6800,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.03,-161.85,#N/A,#N/A
2019/12/10,6700,6800,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.64,-192.05,#N/A,#N/A
2019/12/11,6700,6800,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.59,-198.58,#N/A,#N/A
2019/12/12,6750,6800,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,135.89,-376.68,#N/A,#N/A
2019/12/13,6900,6950,8450,8050,#N/A,125818,#N/A,82.93,#N/A,#N/A,7.39,#N/A,#N/A,65.47,-134.55,#N/A,#N/A
2019/12/16,6925,6950,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.43,-159.58,#N/A,#N/A
2019/12/17,6975,6950,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77.58,-260.5,#N/A,#N/A
2019/12/18,7075,7100,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.14,-60.88,#N/A,#N/A
2019/12/19,7075,7100,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.02,43.98,#N/A,#N/A
2019/12/20,7050,7075,8450,8050,#N/A,125818,#N/A,82.93,#N/A,#N/A,6.37,#N/A,#N/A,32.77,91.75,#N/A,#N/A
2019/12/23,7000,7050,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.93,82.65,#N/A,#N/A
2019/12/24,6950,7050,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.55,2.15,#N/A,#N/A
2019/12/25,6950,7050,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.81,-0.23,#N/A,#N/A
2019/12/26,6950,7050,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.87,29.57,#N/A,#N/A
2019/12/27,6950,7050,8450,8050,#N/A,122626,#N/A,80.82,#N/A,#N/A,6.79,#N/A,#N/A,176.18,22.88,#N/A,#N/A
2019/12/30,6950,7050,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,105.3,-77.35,#N/A,#N/A
2019/12/31,6950,7050,8450,8050,#N/A,#N/A,549200,#N/A,81.76,#N/A,#N/A,#N/A,50.762,72.71,21.2,18690632,78119955
2020/01/02,6925,7050,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.31,-1.77,#N/A,#N/A
2020/01/03,6925,7000,8450,8050,#N/A,122298,#N/A,80.31,#N/A,#N/A,6.38,#N/A,#N/A,283.2,-44,#N/A,#N/A
2020/01/06,7000,7075,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,201.19,-128.38,#N/A,#N/A
2020/01/07,7000,7075,8450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.45,-42.3,#N/A,#N/A
2020/01/08,7025,7075,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.81,-92.28,#N/A,#N/A
2020/01/09,7000,7075,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.78,2.48,#N/A,#N/A
2020/01/10,7000,7075,8600,8150,#N/A,120120,#N/A,78.17,#N/A,#N/A,4.61,#N/A,#N/A,36.94,-34.95,#N/A,#N/A
2020/01/13,6975,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.8,-93.98,#N/A,#N/A
2020/01/14,6950,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.46,-92,#N/A,#N/A
2020/01/15,6950,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.27,-39.73,#N/A,#N/A
2020/01/16,6950,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.75,-41.93,#N/A,#N/A
2020/01/17,6950,7050,8600,8150,#N/A,118451,#N/A,77.08,#N/A,#N/A,5.52,#N/A,#N/A,22.33,-50.48,#N/A,#N/A
2020/01/19,6950,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.41,-47.125,#N/A,#N/A
2020/01/20,6925,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,-50.53,#N/A,#N/A
2020/01/21,6925,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,37.63,#N/A,#N/A
2020/01/22,6925,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,13.42,#N/A,#N/A
2020/01/23,6925,7050,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,60.45,#N/A,#N/A
2020/01/24,#N/A,#N/A,#N/A,#N/A,#N/A,94967,#N/A,61.79,#N/A,#N/A,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/01/31,#N/A,#N/A,#N/A,#N/A,#N/A,85267,467800,55.48,68.35,17.48,11.33,#N/A,42.16,0,#N/A,11910129,75021314
2020/02/03,6800,7000,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,541.58,#N/A,#N/A
2020/02/04,6800,6950,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,605.83,#N/A,#N/A
2020/02/05,6800,6950,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,580.18,#N/A,#N/A
2020/02/06,6800,6950,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,554.53,#N/A,#N/A
2020/02/07,6750,6950,8600,8150,#N/A,75021,#N/A,48.62,#N/A,#N/A,14.74,#N/A,#N/A,0,507.88,#N/A,#N/A
2020/02/10,6700,6900,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,460.48,#N/A,#N/A
2020/02/11,6700,6900,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,454.35,#N/A,#N/A
2020/02/12,6675,6900,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,451.48,#N/A,#N/A
2020/02/13,6650,6900,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,432.43,#N/A,#N/A
2020/02/14,6600,6900,8600,8150,#N/A,69802,#N/A,45.26,#N/A,#N/A,16.1,#N/A,#N/A,20,362.73,#N/A,#N/A
2020/02/17,6550,6900,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,274.68,#N/A,#N/A
2020/02/18,6550,6800,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,283.81,#N/A,#N/A
2020/02/19,6500,6800,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,243.29,#N/A,#N/A
2020/02/20,6500,6750,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,212.7,#N/A,#N/A
2020/02/21,6500,6750,8600,8150,#N/A,74398,#N/A,48.43,#N/A,#N/A,-12.4,#N/A,#N/A,73.29,177.93,#N/A,#N/A
2020/02/24,6500,6750,8600,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.87,223.76,#N/A,#N/A
2020/02/25,6500,6750,8350,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.25,258.8,#N/A,#N/A
2020/02/26,6500,6750,8350,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.53,308.08,#N/A,#N/A
2020/02/27,6450,6675,8350,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.4,322.03,#N/A,#N/A
2020/02/28,6425,6600,8350,8000,#N/A,80690,#N/A,52.52,#N/A,#N/A,-17.3,#N/A,#N/A,19.58,359.88,#N/A,#N/A
2020/02/29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,310400,#N/A,49,28.61,#N/A,#N/A,29.808,#N/A,#N/A,13195218,33698924
2020/03/02,6375,6550,8350,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.53,275.97,#N/A,#N/A
2020/03/03,6375,6550,8350,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,238.33,239.19,#N/A,#N/A
2020/03/04,6375,6550,8350,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100.22,230.5,#N/A,#N/A
2020/03/05,6375,6550,8350,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83.39,250.86,#N/A,#N/A
2020/03/06,6375,6550,8350,8000,#N/A,88512,#N/A,57.61,#N/A,#N/A,-15.1,#N/A,#N/A,83.3,310.19,#N/A,#N/A
2020/03/09,6250,6500,8300,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.92,685.83,#N/A,#N/A
2020/03/10,6225,6450,8300,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.08,526.79,#N/A,#N/A
2020/03/11,6200,6400,8300,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.93,481.65,#N/A,#N/A
2020/03/12,6175,6350,8300,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42,562.37,#N/A,#N/A
2020/03/13,6100,6300,8300,7950,#N/A,98535,#N/A,64.14,#N/A,#N/A,-11.9,#N/A,#N/A,40.02,472.18,#N/A,#N/A
2020/03/16,6075,6300,8300,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,139.89,531.98,#N/A,#N/A
2020/03/17,6025,6250,8300,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.1,581.54,#N/A,#N/A
2020/03/18,6000,6250,8050,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.45,661.56,#N/A,#N/A
2020/03/19,5900,6150,8050,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.6,749.64,#N/A,#N/A
2020/03/20,5900,6100,8050,7400,#N/A,110549,#N/A,71.96,#N/A,#N/A,-7,#N/A,#N/A,107.88,670.83,#N/A,#N/A
2020/03/23,5750,6000,7700,7100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.36,705.17,#N/A,#N/A
2020/03/24,5700,5950,7700,7100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.6,704.86,#N/A,#N/A
2020/03/25,5675,5950,7700,7100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.16,675.24,#N/A,#N/A
2020/03/26,5625,5850,7700,7100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.76,641.9,#N/A,#N/A
2020/03/27,5575,5800,7700,7100,#N/A,119583,#N/A,77.83,#N/A,#N/A,-5.8,#N/A,#N/A,59.11,667.98,#N/A,#N/A
2020/03/30,5450,5700,7350,6950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.15,765.55,#N/A,#N/A
2020/03/31,5400,5600,7350,6850,#N/A,#N/A,481100,#N/A,70.71,16.73,#N/A,#N/A,42.342,55.94,587.78,15393784,97744212
2020/04/01,5325,5600,7350,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.83,559.63,#N/A,#N/A
2020/04/02,5275,5500,7300,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,222.18,369.38,#N/A,#N/A
2020/04/03,5325,5500,7300,6800,#N/A,123273,#N/A,80.24,#N/A,#N/A,-3.6,#N/A,#N/A,200.68,356.7,#N/A,#N/A
2020/04/07,5800,6000,7300,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.67,741.58,#N/A,#N/A
2020/04/08,5800,6000,7300,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.31,771.47,#N/A,#N/A
2020/04/09,5900,6300,7400,7000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,212.83,782.25,#N/A,#N/A
2020/04/10,5925,6300,8000,7000,#N/A,125012,#N/A,81.37,#N/A,#N/A,-0.1,#N/A,#N/A,43.7,821.93,#N/A,#N/A
2020/04/13,6225,9500,10000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.09,1134.05,#N/A,#N/A
2020/04/14,6275,9500,10000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71.09,1262.1,#N/A,#N/A
2020/04/15,6275,9750,10000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.69,1231.29,#N/A,#N/A
2020/04/16,6250,9750,15000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.01,1243.84,#N/A,#N/A
2020/04/17,6250,9650,16000,7400,#N/A,136023,#N/A,88.54,#N/A,#N/A,-1.1,#N/A,#N/A,34.22,1234.85,#N/A,#N/A
2020/04/20,6050,9300,13000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.63,1037.23,#N/A,#N/A
2020/04/21,6000,9300,10000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.95,1122.63,#N/A,#N/A
2020/04/22,5900,9300,10000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.72,1215.63,#N/A,#N/A
2020/04/23,5750,9300,10000,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.56,899.2,#N/A,#N/A
2020/04/24,5675,8500,10000,7400,#N/A,135276,#N/A,88.05,#N/A,#N/A,-0.9,#N/A,#N/A,23.22,821.83,#N/A,#N/A
2020/04/26,5650,8500,10000,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.49,791.8,#N/A,#N/A
2020/04/27,5550,8500,10000,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.4,714.28,#N/A,#N/A
2020/04/28,5500,8500,10000,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.19,666.3,#N/A,#N/A
2020/04/29,5400,7750,10000,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.08,440.6,#N/A,#N/A
2020/04/30,5350,7750,10000,7200,#N/A,#N/A,565800,#N/A,85.94,5.34,#N/A,#N/A,55.187,141.39,337.8,20732669,40603956
2020/05/01,#N/A,#N/A,#N/A,#N/A,#N/A,134442,#N/A,87.51,#N/A,#N/A,6.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/05/06,5700,7000,8300,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,121.07,579.6,#N/A,#N/A
2020/05/07,5700,7000,8300,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.98,588.15,#N/A,#N/A
2020/05/08,5700,7000,8300,6750,#N/A,134442,#N/A,87.51,#N/A,#N/A,6,#N/A,#N/A,28.45,590.58,#N/A,#N/A
2020/05/09,5650,7000,8300,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.91,547.275,#N/A,#N/A
2020/05/11,5600,6850,8000,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.37,515.88,#N/A,#N/A
2020/05/12,5600,6800,8000,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.64,533.73,#N/A,#N/A
2020/05/13,5580,6700,8000,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.99,528.23,#N/A,#N/A
2020/05/14,5525,6650,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72.77,434.35,#N/A,#N/A
2020/05/15,5575,6650,7900,6650,#N/A,135138.67,#N/A,87.57,#N/A,#N/A,7.46,#N/A,#N/A,230.75,397.53,#N/A,#N/A
2020/05/18,5750,6650,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115.75,515.1,#N/A,#N/A
2020/05/19,5800,6650,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.05,550.6,#N/A,#N/A
2020/05/20,5850,6650,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.32,486.28,#N/A,#N/A
2020/05/21,5910,6650,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.55,540.68,#N/A,#N/A
2020/05/22,5898,6650,7900,6650,#N/A,135417.33,#N/A,87.59,#N/A,#N/A,7.45,#N/A,#N/A,38.8,642.65,#N/A,#N/A
2020/05/25,5875,6500,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.75,597.7,#N/A,#N/A
2020/05/26,5853,6500,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.52,552.65,#N/A,#N/A
2020/05/27,5853,6500,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.85,576.63,#N/A,#N/A
2020/05/28,5798,6500,7900,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.11,514.75,#N/A,#N/A
2020/05/29,5763,6400,7900,6650,#N/A,135417.33,#N/A,87.59,#N/A,#N/A,5.68,#N/A,#N/A,45.91,471.95,#N/A,#N/A
2020/05/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,598500,#N/A,87.57,4.57,#N/A,#N/A,58.555,#N/A,#N/A,19845429,38325056
2020/06/01,5718,6300,7800,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,118.53,344.58,#N/A,#N/A
2020/06/02,5763,6300,7800,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.92,388.65,#N/A,#N/A
2020/06/03,5798,6300,7800,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,159.17,363.23,#N/A,#N/A
2020/06/04,5803,6300,7800,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.5,432.93,#N/A,#N/A
2020/06/05,5798,6300,7800,6550,#N/A,135417.33,#N/A,87.59,#N/A,#N/A,5.03,#N/A,#N/A,38.85,414.18,#N/A,#N/A
2020/06/08,5860,6300,7800,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.03,413.9,#N/A,#N/A
2020/06/09,5870,6300,7700,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.27,456.83,#N/A,#N/A
2020/06/10,5870,6300,7700,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,462.03,#N/A,#N/A
2020/06/11,5870,6300,7700,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.13,501.08,#N/A,#N/A
2020/06/12,5835,6300,7700,6600,#N/A,135417.33,#N/A,87.59,#N/A,#N/A,6.26,#N/A,#N/A,32.41,514.43,#N/A,#N/A
2020/06/15,5800,6300,7700,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.58,497.1,#N/A,#N/A
2020/06/16,5783,6300,7700,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.98,452.2,#N/A,#N/A
2020/06/17,5783,6300,7700,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.7,409.45,#N/A,#N/A
